2024-05-08T00:00:26.241-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T04:00:26.233Z uptime=34800141ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=90 MiB 691 KiB (95080232) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=38 (+0)]
2024-05-08T03:07:30.531-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T07:07:30.530Z uptime=46024438ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=106 MiB 691 KiB (111857448) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T03:08:00.541-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T07:08:00.538Z uptime=46054446ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=106 MiB 691 KiB (111857448) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T03:08:30.545-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T07:08:30.542Z uptime=46084450ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=106 MiB 691 KiB (111857448) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T03:09:00.555-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T07:09:00.550Z uptime=46114458ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=106 MiB 691 KiB (111857448) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T03:09:30.563-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T07:09:30.562Z uptime=46144470ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=106 MiB 691 KiB (111857448) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T03:10:00.570-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T07:10:00.568Z uptime=46174476ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=106 MiB 691 KiB (111857448) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T03:10:30.582-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T07:10:30.575Z uptime=46204483ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=106 MiB 691 KiB (111857448) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T03:11:00.591-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T07:11:00.589Z uptime=46234497ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=106 MiB 691 KiB (111857448) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T03:11:30.600-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T07:11:30.599Z uptime=46264507ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=106 MiB 691 KiB (111857448) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T03:14:26.685-04:00  WARN 7628 --- [HikariPool-1 housekeeper] com.zaxxer.hikari.pool.HikariPool        : HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=2m59s670ms).
2024-05-08T03:14:30.281-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T07:14:30.277Z uptime=46444185ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=106 MiB 691 KiB (111857448) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T03:15:00.307-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T07:15:00.297Z uptime=46474205ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=106 MiB 691 KiB (111857448) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T03:30:31.627-04:00  WARN 7628 --- [HikariPool-1 housekeeper] com.zaxxer.hikari.pool.HikariPool        : HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=15m34s908ms).
2024-05-08T03:30:35.219-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T07:30:35.214Z uptime=47409122ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=106 MiB 691 KiB (111857448) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T03:31:05.235-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T07:31:05.233Z uptime=47439141ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=106 MiB 691 KiB (111857448) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T03:31:35.241-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T07:31:35.237Z uptime=47469145ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=106 MiB 691 KiB (111857448) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T03:32:05.244-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T07:32:05.241Z uptime=47499149ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=106 MiB 691 KiB (111857448) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T03:32:35.254-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T07:32:35.249Z uptime=47529157ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=106 MiB 691 KiB (111857448) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T03:33:05.259-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T07:33:05.256Z uptime=47559164ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=106 MiB 691 KiB (111857448) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T03:33:35.268-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T07:33:35.267Z uptime=47589175ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=106 MiB 691 KiB (111857448) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T03:34:05.277-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T07:34:05.275Z uptime=47619183ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=106 MiB 691 KiB (111857448) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T03:34:35.282-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T07:34:35.280Z uptime=47649188ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=106 MiB 691 KiB (111857448) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T03:35:05.289-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T07:35:05.286Z uptime=47679194ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=106 MiB 691 KiB (111857448) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T03:35:35.297-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T07:35:35.296Z uptime=47709204ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=106 MiB 691 KiB (111857448) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T03:36:05.306-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T07:36:05.304Z uptime=47739212ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=106 MiB 691 KiB (111857448) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T03:36:35.308-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T07:36:35.306Z uptime=47769214ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=106 MiB 691 KiB (111857448) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T03:37:05.319-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T07:37:05.313Z uptime=47799221ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=106 MiB 691 KiB (111857448) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T03:37:35.329-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T07:37:35.326Z uptime=47829234ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=106 MiB 691 KiB (111857448) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
